id,type,src,dst,app,latency,message,ctime,size,buffer
47,LINK,53,2,SimpleCase,1.04655,M.U2,209.33447328500003,46550,39
51,LINK,53,2,SimpleCase,1.028663,M.Y2,210.34892378900003,28663,33
51,LINK,53,2,SimpleCase,1.014466,M.Y2,210.34892378900003,14466,34
52,LINK,53,2,SimpleCase,1.044929,M.Z2,211.401218919,44929,30
52,LINK,53,2,SimpleCase,1.054771,M.Z2,211.401218919,54771,31
52,LINK,53,2,SimpleCase,1.042639,M.Z2,211.401218919,42639,32
52,LINK,53,2,SimpleCase,1.053238,M.Z2,211.401218919,53238,33
52,LINK,53,2,SimpleCase,1.044242,M.Z2,211.401218919,44242,34
52,LINK,53,2,SimpleCase,1.052295,M.Z2,211.401218919,52295,35
53,LINK,1,53,SimpleCase,1.058587,M.A,300,58587,0
54,LINK,1,53,SimpleCase,1.045113,M.B,300,45113,1
55,LINK,1,51,SimpleCase,1.012121,M.C,300,12121,2
56,LINK,1,52,SimpleCase,1.05997,M.D,300,59970,3
57,LINK,1,50,SimpleCase,1.058379,M.E,300,58379,4
58,LINK,1,49,SimpleCase,1.057199,M.F,300,57199,5
59,LINK,1,48,SimpleCase,1.007489,M.G,300,7489,6
60,LINK,1,47,SimpleCase,1.048544,M.H,300,48544,7
61,LINK,1,53,SimpleCase,1.053548,M.I,300,53548,8
62,LINK,1,46,SimpleCase,1.049748,M.J,300,49748,9
63,LINK,1,45,SimpleCase,1.014961,M.K,300,14961,10
64,LINK,1,53,SimpleCase,1.038866,M.L,300,38866,11
65,LINK,1,53,SimpleCase,1.019438,M.M,300,19438,12
66,LINK,1,53,SimpleCase,1.017538,M.N,300,17538,13
67,LINK,1,44,SimpleCase,1.055258,M.O,300,55258,14
68,LINK,1,43,SimpleCase,1.022321,M.P,300,22321,15
69,LINK,1,43,SimpleCase,1.040691,M.Q,300,40691,16
70,LINK,1,53,SimpleCase,1.051328,M.R,300,51328,17
71,LINK,1,42,SimpleCase,1.033266,M.S,300,33266,18
72,LINK,1,53,SimpleCase,1.003452,M.T,300,3452,19
73,LINK,1,53,SimpleCase,1.04655,M.U,300,46550,20
74,LINK,1,41,SimpleCase,1.055899,M.V,300,55899,21
75,LINK,1,40,SimpleCase,1.030799,M.W,300,30799,22
76,LINK,1,39,SimpleCase,1.006666,M.X,300,6666,23
77,LINK,1,53,SimpleCase,1.014466,M.Y,300,14466,24
78,LINK,1,53,SimpleCase,1.052295,M.Z,300,52295,25
53,LINK,53,2,SimpleCase,1.038303,M.A2,301.058624747,38303,12
53,LINK,53,2,SimpleCase,1.014075,M.A2,301.058624747,14075,13
53,LINK,53,2,SimpleCase,1.050518,M.A2,301.058624747,50518,14
53,LINK,53,2,SimpleCase,1.026333,M.A2,301.058624747,26333,15
53,LINK,53,2,SimpleCase,1.00217,M.A2,301.058624747,2170,16
53,LINK,53,2,SimpleCase,1.04523,M.A2,301.058624747,45230,17
53,LINK,53,2,SimpleCase,1.058587,M.A2,301.058624747,58587,18
68,LINK,43,2,SimpleCase,1.029697,M.P2,301.52874957142853,29697,18
68,LINK,43,2,SimpleCase,1.049741,M.P2,301.52874957142853,49741,19
68,LINK,43,2,SimpleCase,1.002938,M.P2,301.52874957142853,2938,20
68,LINK,43,2,SimpleCase,1.022321,M.P2,301.52874957142853,22321,21
